StageName,InputFile,OutputFile
Face Tracking,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/videoin/1.mp4,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/track/output/1.mp4_faceTracks.csv

Frame number,Shot number,Face id,x_min,y_min,x_max,y_max
78,2,7,70.0,101.0,122.0,167.0
79,2,7,70.0,100.0,122.0,166.0
80,2,7,70.0,100.0,122.0,166.0
81,2,7,70.0,100.0,122.0,166.0
82,2,7,70.0,100.0,122.0,166.0
83,2,7,70.0,100.0,122.0,166.0
84,2,7,70.0,100.0,122.0,166.0
85,2,7,70.0,100.0,122.0,166.0
86,2,7,70.0,100.0,122.0,166.0
87,2,7,70.0,100.0,122.0,166.0
88,2,7,70.0,100.0,122.0,166.0
89,2,7,70.0,100.0,122.0,166.0
90,2,7,70.0,100.0,122.0,166.0
91,2,7,70.0,100.0,122.0,166.0
92,2,7,70.0,100.0,122.0,166.0
93,2,7,70.0,100.0,122.0,166.0
94,2,7,70.0,100.0,122.0,166.0
95,2,7,70.0,100.0,122.0,166.0
96,2,7,70.0,100.0,122.0,166.0
97,2,7,70.0,100.0,122.0,166.0
98,2,7,70.0,100.0,122.0,166.0
99,2,7,70.0,100.0,122.0,166.0
100,2,7,71.0,100.0,123.0,166.0
101,2,7,71.0,100.0,123.0,166.0
102,2,7,71.0,100.0,123.0,166.0
103,2,7,71.0,100.0,123.0,166.0
104,2,7,71.0,100.0,123.0,166.0
105,2,7,71.0,100.0,123.0,166.0
106,2,7,71.0,100.0,123.0,166.0
107,2,7,71.0,100.0,123.0,166.0
108,2,7,72.0,100.0,124.0,166.0
109,2,7,72.0,100.0,124.0,166.0
110,2,7,72.0,100.0,124.0,166.0
111,2,7,72.0,100.0,124.0,166.0
112,2,7,72.0,100.0,124.0,166.0
113,2,7,72.0,100.0,124.0,166.0
114,2,7,72.0,100.0,124.0,166.0
115,2,7,72.0,100.0,124.0,166.0
116,2,7,73.0,100.0,125.0,166.0
117,2,7,73.0,100.0,125.0,166.0
118,2,7,73.0,100.0,125.0,166.0
119,2,7,73.0,100.0,125.0,166.0
120,2,7,73.0,100.0,125.0,166.0
121,2,7,73.0,100.0,125.0,166.0
122,2,7,73.0,100.0,125.0,166.0
123,2,7,73.0,100.0,125.0,166.0
124,2,7,73.0,100.0,125.0,166.0
125,2,7,73.0,100.0,125.0,166.0
126,2,7,73.0,100.0,125.0,166.0
127,2,7,74.0,100.0,126.0,166.0
128,2,7,74.0,100.0,126.0,166.0
129,2,7,74.0,100.0,126.0,166.0
130,2,7,74.0,100.0,126.0,166.0
131,2,7,74.0,100.0,126.0,166.0
132,2,7,74.0,100.0,126.0,166.0
133,2,7,74.0,100.0,126.0,166.0
134,2,7,74.0,100.0,126.0,166.0
135,2,7,74.0,100.0,126.0,166.0
136,2,7,75.0,100.0,127.0,166.0
137,2,7,75.0,100.0,127.0,166.0
138,2,7,75.0,100.0,127.0,166.0
139,2,7,75.0,100.0,127.0,166.0
140,2,7,75.0,101.0,127.0,167.0
141,2,7,75.0,101.0,127.0,167.0
142,2,7,75.0,101.0,127.0,167.0
143,2,7,75.0,101.0,127.0,167.0
144,2,7,76.0,101.0,128.0,167.0
145,2,7,76.0,101.0,128.0,167.0
146,2,7,76.0,101.0,128.0,167.0
147,2,7,76.0,101.0,128.0,167.0
148,2,7,76.0,101.0,128.0,167.0
149,2,7,76.0,101.0,128.0,167.0
150,2,7,76.0,101.0,128.0,167.0
153,3,8,688,141,773,249
154,3,8,688.0,141.0,774.0,250.0
155,3,8,688.0,142.0,774.0,251.0
156,3,8,688.0,141.0,774.0,250.0
157,3,8,688.0,142.0,774.0,251.0
158,3,8,688.0,141.0,774.0,250.0
159,3,8,688.0,140.0,774.0,249.0
160,3,8,688.0,139.0,774.0,248.0
161,3,8,688.0,140.0,774.0,249.0
162,3,8,688.0,139.0,774.0,248.0
163,3,8,686.0,140.0,772.0,249.0
164,3,8,684.0,139.0,770.0,248.0
165,3,8,686.0,142.0,772.0,251.0
166,3,8,684.0,141.0,770.0,250.0
167,3,8,684.0,142.0,770.0,251.0
168,3,8,684.0,143.0,770.0,252.0
169,3,8,682.0,144.0,768.0,253.0
170,3,8,680.0,143.0,766.0,252.0
171,3,8,680.0,144.0,766.0,253.0
172,3,8,680.0,143.0,766.0,252.0
173,3,8,678.0,142.0,764.0,251.0
174,3,8,676.0,141.0,762.0,250.0
175,3,8,676.0,142.0,762.0,251.0
176,3,8,676.0,141.0,762.0,250.0
177,3,8,674.0,142.0,760.0,251.0
178,3,8,672.0,143.0,758.0,252.0
179,3,8,672.0,144.0,758.0,253.0
180,3,8,672.0,143.0,758.0,252.0
181,3,8,672.0,144.0,758.0,253.0
182,3,8,670.0,143.0,756.0,252.0
183,3,8,668.0,144.0,754.0,253.0
184,3,8,668.0,143.0,754.0,252.0
185,3,8,668.0,146.0,754.0,255.0
186,3,8,668.0,147.0,754.0,256.0
187,3,8,666.0,148.0,752.0,257.0
188,3,8,664.0,147.0,750.0,256.0
189,3,8,664.0,148.0,750.0,257.0
190,3,8,664.0,147.0,750.0,256.0
191,3,8,664.0,148.0,750.0,257.0
192,3,8,662.0,147.0,748.0,256.0
193,3,8,660.0,148.0,746.0,257.0
194,3,8,660.0,147.0,746.0,256.0
195,3,8,660.0,148.0,746.0,257.0
196,3,8,660.0,147.0,746.0,256.0
197,3,8,658.0,148.0,744.0,257.0
198,3,8,656.0,147.0,742.0,256.0
199,3,8,656.0,148.0,742.0,257.0
200,3,8,656.0,147.0,742.0,256.0
201,3,8,654.0,148.0,740.0,257.0
202,3,8,652.0,147.0,738.0,256.0
203,3,8,652.0,148.0,738.0,257.0
204,3,8,652.0,147.0,738.0,256.0
205,3,8,652.0,148.0,738.0,257.0
206,3,8,650.0,147.0,736.0,256.0
207,3,8,648.0,148.0,734.0,257.0
208,3,8,648.0,147.0,734.0,256.0
209,3,8,646.0,148.0,732.0,257.0
210,3,8,644.0,147.0,730.0,256.0
211,3,8,642.0,148.0,728.0,257.0
212,3,8,638.0,147.0,724.0,256.0
213,3,8,636.0,146.0,722.0,255.0
214,3,8,636.0,145.0,722.0,254.0
215,3,8,634.0,146.0,720.0,255.0
216,3,8,632.0,145.0,718.0,254.0
217,3,8,632.0,146.0,718.0,255.0
218,3,8,630.0,147.0,716.0,256.0
219,3,8,628.0,148.0,714.0,257.0
220,3,8,628.0,147.0,714.0,256.0
221,3,8,626.0,148.0,712.0,257.0
222,3,8,624.0,147.0,710.0,256.0
223,3,8,624.0,148.0,710.0,257.0
224,3,8,622.0,147.0,708.0,256.0
225,3,8,620.0,148.0,706.0,257.0
226,3,8,620.0,149.0,706.0,258.0
227,3,8,620.0,150.0,706.0,259.0
228,3,8,618.0,149.0,704.0,258.0
229,3,8,616.0,150.0,702.0,259.0
230,3,8,616.0,149.0,702.0,258.0
231,3,8,616.0,150.0,702.0,259.0
232,3,8,614.0,149.0,700.0,258.0
235,4,9,974,148,1063,264
236,4,9,974.0,148.0,1064.0,265.0
237,4,9,974.0,149.0,1064.0,266.0
238,4,9,976.0,148.0,1066.0,265.0
239,4,9,974.0,147.0,1064.0,264.0
240,4,9,976.0,148.0,1066.0,265.0
241,4,9,976.0,147.0,1066.0,264.0
242,4,9,976.0,148.0,1066.0,265.0
243,4,9,976.0,147.0,1066.0,264.0
244,4,9,976.0,148.0,1066.0,265.0
245,4,9,978.0,147.0,1068.0,264.0
246,4,9,980.0,148.0,1070.0,265.0
247,4,9,978.0,147.0,1068.0,264.0
248,4,9,980.0,148.0,1070.0,265.0
249,4,9,980.0,147.0,1070.0,264.0
250,4,9,980.0,148.0,1070.0,265.0
251,4,9,980.0,147.0,1070.0,264.0
252,4,9,980.0,148.0,1070.0,265.0
253,4,9,982.0,147.0,1072.0,264.0
254,4,9,984.0,148.0,1074.0,265.0
255,4,9,982.0,147.0,1072.0,264.0
256,4,9,984.0,148.0,1074.0,265.0
257,4,9,982.0,147.0,1072.0,264.0
258,4,9,984.0,148.0,1074.0,265.0
259,4,9,982.0,147.0,1072.0,264.0
260,4,9,984.0,148.0,1074.0,265.0
261,4,9,982.0,147.0,1072.0,264.0
262,4,9,982.0,146.0,1072.0,263.0
263,4,9,980.0,145.0,1070.0,262.0
264,4,9,976.0,146.0,1066.0,263.0
265,4,9,976.0,145.0,1066.0,262.0
266,4,9,976.0,146.0,1066.0,263.0
267,4,9,976.0,145.0,1066.0,262.0
268,4,9,976.0,146.0,1066.0,263.0
269,4,9,976.0,145.0,1066.0,262.0
270,4,9,976.0,146.0,1066.0,263.0
271,4,9,976.0,145.0,1066.0,262.0
272,4,9,976.0,146.0,1066.0,263.0
273,4,9,976.0,145.0,1066.0,262.0
274,4,9,976.0,146.0,1066.0,263.0
275,4,9,976.0,145.0,1066.0,262.0
276,4,9,976.0,146.0,1066.0,263.0
277,4,9,976.0,145.0,1066.0,262.0
278,4,9,978.0,146.0,1068.0,263.0
279,4,9,980.0,145.0,1070.0,262.0
280,4,9,978.0,146.0,1068.0,263.0
281,4,9,980.0,145.0,1070.0,262.0
282,4,9,980.0,146.0,1070.0,263.0
283,4,9,980.0,145.0,1070.0,262.0
284,4,9,980.0,146.0,1070.0,263.0
285,4,9,982.0,145.0,1072.0,262.0
286,4,9,984.0,146.0,1074.0,263.0
287,4,9,982.0,145.0,1072.0,262.0
288,4,9,984.0,146.0,1074.0,263.0
289,4,9,984.0,145.0,1074.0,262.0
290,4,9,984.0,146.0,1074.0,263.0
291,4,9,984.0,145.0,1074.0,262.0
292,4,9,986.0,146.0,1076.0,263.0
293,4,9,988.0,145.0,1078.0,262.0
294,4,9,986.0,146.0,1076.0,263.0
295,4,9,988.0,145.0,1078.0,262.0
296,4,9,988.0,146.0,1078.0,263.0
297,4,9,988.0,145.0,1078.0,262.0
298,4,9,988.0,146.0,1078.0,263.0
235,4,10,188,168,283,274
236,4,10,188.0,168.0,284.0,275.0
237,4,10,188.0,169.0,284.0,276.0
238,4,10,188.0,168.0,284.0,275.0
239,4,10,190.0,167.0,286.0,274.0
240,4,10,190.0,166.0,286.0,273.0
241,4,10,190.0,167.0,286.0,274.0
242,4,10,192.0,166.0,288.0,273.0
243,4,10,192.0,167.0,288.0,274.0
244,4,10,192.0,166.0,288.0,273.0
245,4,10,192.0,167.0,288.0,274.0
246,4,10,194.0,166.0,290.0,273.0
247,4,10,194.0,167.0,290.0,274.0
248,4,10,194.0,166.0,290.0,273.0
249,4,10,194.0,167.0,290.0,274.0
250,4,10,196.0,166.0,292.0,273.0
251,4,10,196.0,167.0,292.0,274.0
252,4,10,196.0,166.0,292.0,273.0
253,4,10,196.0,167.0,292.0,274.0
254,4,10,196.0,166.0,292.0,273.0
255,4,10,198.0,167.0,294.0,274.0
256,4,10,198.0,166.0,294.0,273.0
257,4,10,198.0,165.0,294.0,272.0
258,4,10,198.0,164.0,294.0,271.0
259,4,10,198.0,165.0,294.0,272.0
260,4,10,198.0,164.0,294.0,271.0
261,4,10,200.0,165.0,296.0,272.0
262,4,10,200.0,164.0,296.0,271.0
263,4,10,200.0,165.0,296.0,272.0
264,4,10,202.0,164.0,298.0,271.0
265,4,10,202.0,165.0,298.0,272.0
266,4,10,204.0,164.0,300.0,271.0
267,4,10,204.0,165.0,300.0,272.0
268,4,10,204.0,164.0,300.0,271.0
269,4,10,206.0,165.0,302.0,272.0
270,4,10,206.0,164.0,302.0,271.0
271,4,10,206.0,165.0,302.0,272.0
272,4,10,208.0,164.0,304.0,271.0
273,4,10,208.0,165.0,304.0,272.0
274,4,10,208.0,164.0,304.0,271.0
275,4,10,210.0,165.0,306.0,272.0
276,4,10,212.0,164.0,308.0,271.0
277,4,10,212.0,165.0,308.0,272.0
278,4,10,214.0,164.0,310.0,271.0
279,4,10,216.0,163.0,312.0,270.0
280,4,10,216.0,162.0,312.0,269.0
281,4,10,216.0,163.0,312.0,270.0
282,4,10,216.0,162.0,312.0,269.0
283,4,10,218.0,163.0,314.0,270.0
284,4,10,218.0,162.0,314.0,269.0
285,4,10,218.0,163.0,314.0,270.0
286,4,10,220.0,162.0,316.0,269.0
287,4,10,220.0,163.0,316.0,270.0
288,4,10,220.0,162.0,316.0,269.0
289,4,10,222.0,163.0,318.0,270.0
290,4,10,222.0,162.0,318.0,269.0
291,4,10,222.0,163.0,318.0,270.0
292,4,10,222.0,164.0,318.0,271.0
293,4,10,224.0,165.0,320.0,272.0
294,4,10,224.0,164.0,320.0,271.0
295,4,10,224.0,165.0,320.0,272.0
296,4,10,224.0,166.0,320.0,273.0
297,4,10,224.0,167.0,320.0,274.0
298,4,10,224.0,168.0,320.0,275.0
235,4,11,1059,95,1126,170
236,4,11,1059.0,95.0,1127.0,171.0
237,4,11,1060.0,95.0,1128.0,171.0
238,4,11,1061.0,95.0,1129.0,171.0
239,4,11,1061.0,95.0,1129.0,171.0
240,4,11,1062.0,95.0,1130.0,171.0
241,4,11,1063.0,95.0,1131.0,171.0
242,4,11,1064.0,95.0,1132.0,171.0
243,4,11,1064.0,95.0,1132.0,171.0
244,4,11,1065.0,95.0,1133.0,171.0
245,4,11,1066.0,95.0,1134.0,171.0
246,4,11,1066.0,95.0,1134.0,171.0
247,4,11,1067.0,95.0,1135.0,171.0
248,4,11,1068.0,95.0,1136.0,171.0
249,4,11,1068.0,95.0,1136.0,171.0
250,4,11,1069.0,95.0,1137.0,171.0
251,4,11,1070.0,95.0,1138.0,171.0
252,4,11,1070.0,95.0,1138.0,171.0
253,4,11,1071.0,95.0,1139.0,171.0
254,4,11,1071.0,95.0,1139.0,171.0
255,4,11,1072.0,95.0,1140.0,171.0
256,4,11,1072.0,95.0,1140.0,171.0
257,4,11,1073.0,94.0,1141.0,170.0
258,4,11,1073.0,94.0,1141.0,170.0
259,4,11,1074.0,94.0,1142.0,170.0
260,4,11,1075.0,93.0,1143.0,169.0
261,4,11,1076.0,93.0,1144.0,169.0
262,4,11,1077.0,92.0,1145.0,168.0
263,4,11,1079.0,92.0,1147.0,168.0
264,4,11,1080.0,92.0,1148.0,168.0
265,4,11,1082.0,91.0,1150.0,167.0
266,4,11,1083.0,91.0,1151.0,167.0
267,4,11,1084.0,91.0,1152.0,167.0
268,4,11,1085.0,91.0,1153.0,167.0
269,4,11,1086.0,90.0,1154.0,166.0
270,4,11,1086.0,90.0,1154.0,166.0
271,4,11,1087.0,89.0,1155.0,165.0
272,4,11,1087.0,89.0,1155.0,165.0
273,4,11,1088.0,89.0,1156.0,165.0
274,4,11,1090.0,88.0,1158.0,164.0
275,4,11,1091.0,88.0,1159.0,164.0
276,4,11,1093.0,87.0,1161.0,163.0
277,4,11,1095.0,86.0,1163.0,162.0
278,4,11,1096.0,86.0,1164.0,162.0
279,4,11,1098.0,85.0,1166.0,161.0
280,4,11,1099.0,84.0,1167.0,160.0
281,4,11,1101.0,83.0,1169.0,159.0
282,4,11,1102.0,83.0,1170.0,159.0
283,4,11,1103.0,82.0,1171.0,158.0
284,4,11,1104.0,81.0,1172.0,157.0
285,4,11,1105.0,81.0,1173.0,157.0
286,4,11,1106.0,80.0,1174.0,156.0
287,4,11,1106.0,80.0,1174.0,156.0
288,4,11,1107.0,80.0,1175.0,156.0
289,4,11,1107.0,80.0,1175.0,156.0
290,4,11,1107.0,80.0,1175.0,156.0
291,4,11,1108.0,80.0,1176.0,156.0
292,4,11,1108.0,80.0,1176.0,156.0
293,4,11,1108.0,80.0,1176.0,156.0
294,4,11,1108.0,80.0,1176.0,156.0
295,4,11,1109.0,80.0,1177.0,156.0
296,4,11,1109.0,80.0,1177.0,156.0
297,4,11,1110.0,79.0,1178.0,155.0
298,4,11,1111.0,79.0,1179.0,155.0
235,4,12,154,92,210,165
236,4,12,154.0,92.0,211.0,166.0
237,4,12,155.0,92.0,212.0,166.0
238,4,12,156.0,92.0,213.0,166.0
239,4,12,156.0,92.0,213.0,166.0
240,4,12,157.0,92.0,214.0,166.0
241,4,12,158.0,92.0,215.0,166.0
242,4,12,158.0,92.0,215.0,166.0
243,4,12,159.0,91.0,216.0,165.0
244,4,12,160.0,91.0,217.0,165.0
245,4,12,160.0,91.0,217.0,165.0
246,4,12,160.0,91.0,217.0,165.0
247,4,12,161.0,91.0,218.0,165.0
248,4,12,163.0,91.0,220.0,165.0
249,4,12,163.0,91.0,220.0,165.0
250,4,12,164.0,91.0,221.0,165.0
251,4,12,164.0,90.0,221.0,164.0
252,4,12,164.0,90.0,221.0,164.0
253,4,12,165.0,90.0,222.0,164.0
254,4,12,166.0,90.0,223.0,164.0
255,4,12,166.0,90.0,223.0,164.0
256,4,12,167.0,90.0,224.0,164.0
257,4,12,168.0,90.0,225.0,164.0
258,4,12,168.0,90.0,225.0,164.0
259,4,12,169.0,90.0,226.0,164.0
260,4,12,171.0,89.0,228.0,163.0
261,4,12,172.0,89.0,229.0,163.0
262,4,12,172.0,89.0,229.0,163.0
263,4,12,172.0,89.0,229.0,163.0
264,4,12,173.0,89.0,230.0,163.0
265,4,12,174.0,89.0,231.0,163.0
266,4,12,174.0,89.0,231.0,163.0
267,4,12,175.0,89.0,232.0,163.0
268,4,12,177.0,89.0,234.0,163.0
269,4,12,178.0,89.0,235.0,163.0
270,4,12,177.0,89.0,234.0,163.0
271,4,12,179.0,88.0,236.0,162.0
272,4,12,180.0,88.0,237.0,162.0
273,4,12,180.0,88.0,237.0,162.0
274,4,12,180.0,88.0,237.0,162.0
275,4,12,181.0,88.0,238.0,162.0
276,4,12,182.0,88.0,239.0,162.0
277,4,12,182.0,87.0,239.0,161.0
278,4,12,183.0,87.0,240.0,161.0
279,4,12,184.0,87.0,241.0,161.0
280,4,12,184.0,87.0,241.0,161.0
281,4,12,185.0,87.0,242.0,161.0
282,4,12,187.0,86.0,244.0,160.0
283,4,12,188.0,86.0,245.0,160.0
284,4,12,188.0,86.0,245.0,160.0
285,4,12,189.0,86.0,246.0,160.0
286,4,12,191.0,86.0,248.0,160.0
287,4,12,192.0,86.0,249.0,160.0
288,4,12,192.0,85.0,249.0,159.0
289,4,12,193.0,85.0,250.0,159.0
290,4,12,195.0,85.0,252.0,159.0
291,4,12,195.0,85.0,252.0,159.0
292,4,12,196.0,85.0,253.0,159.0
293,4,12,196.0,85.0,253.0,159.0
294,4,12,197.0,85.0,254.0,159.0
295,4,12,199.0,84.0,256.0,158.0
296,4,12,200.0,84.0,257.0,158.0
297,4,12,200.0,84.0,257.0,158.0
298,4,12,201.0,84.0,258.0,158.0
235,4,13,1108,37,1154,102
236,4,13,1108.0,37.0,1155.0,103.0
237,4,13,1108.0,37.0,1155.0,103.0
238,4,13,1108.0,36.0,1155.0,102.0
239,4,13,1108.0,36.0,1155.0,102.0
240,4,13,1108.0,35.0,1155.0,101.0
241,4,13,1109.0,35.0,1156.0,101.0
242,4,13,1108.0,35.0,1155.0,101.0
243,4,13,1109.0,35.0,1156.0,101.0
244,4,13,1109.0,35.0,1156.0,101.0
245,4,13,1110.0,35.0,1157.0,101.0
246,4,13,1111.0,35.0,1158.0,101.0
247,4,13,1111.0,35.0,1158.0,101.0
248,4,13,1112.0,35.0,1159.0,101.0
249,4,13,1114.0,35.0,1161.0,101.0
250,4,13,1115.0,35.0,1162.0,101.0
251,4,13,1115.0,35.0,1162.0,101.0
252,4,13,1116.0,35.0,1163.0,101.0
253,4,13,1117.0,35.0,1164.0,101.0
254,4,13,1117.0,35.0,1164.0,101.0
255,4,13,1118.0,35.0,1165.0,101.0
256,4,13,1120.0,35.0,1167.0,101.0
257,4,13,1121.0,35.0,1168.0,101.0
258,4,13,1121.0,35.0,1168.0,101.0
259,4,13,1122.0,35.0,1169.0,101.0
260,4,13,1124.0,35.0,1171.0,101.0
261,4,13,1125.0,35.0,1172.0,101.0
262,4,13,1125.0,35.0,1172.0,101.0
263,4,13,1126.0,34.0,1173.0,100.0
264,4,13,1127.0,34.0,1174.0,100.0
265,4,13,1127.0,34.0,1174.0,100.0
266,4,13,1128.0,34.0,1175.0,100.0
267,4,13,1130.0,33.0,1177.0,99.0
268,4,13,1131.0,33.0,1178.0,99.0
269,4,13,1131.0,33.0,1178.0,99.0
270,4,13,1132.0,33.0,1179.0,99.0
271,4,13,1133.0,33.0,1180.0,99.0
272,4,13,1133.0,33.0,1180.0,99.0
273,4,13,1134.0,33.0,1181.0,99.0
274,4,13,1136.0,33.0,1183.0,99.0
275,4,13,1137.0,33.0,1184.0,99.0
276,4,13,1137.0,32.0,1184.0,98.0
277,4,13,1138.0,32.0,1185.0,98.0
278,4,13,1140.0,32.0,1187.0,98.0
279,4,13,1141.0,32.0,1188.0,98.0
280,4,13,1141.0,32.0,1188.0,98.0
281,4,13,1142.0,31.0,1189.0,97.0
282,4,13,1144.0,31.0,1191.0,97.0
283,4,13,1145.0,31.0,1192.0,97.0
284,4,13,1145.0,31.0,1192.0,97.0
285,4,13,1146.0,31.0,1193.0,97.0
286,4,13,1148.0,31.0,1195.0,97.0
287,4,13,1149.0,31.0,1196.0,97.0
288,4,13,1149.0,31.0,1196.0,97.0
289,4,13,1150.0,31.0,1197.0,97.0
290,4,13,1152.0,31.0,1199.0,97.0
291,4,13,1153.0,31.0,1200.0,97.0
292,4,13,1153.0,31.0,1200.0,97.0
293,4,13,1154.0,31.0,1201.0,97.0
294,4,13,1155.0,31.0,1202.0,97.0
295,4,13,1156.0,31.0,1203.0,97.0
296,4,13,1157.0,31.0,1204.0,97.0
297,4,13,1158.0,31.0,1205.0,97.0
298,4,13,1159.0,31.0,1206.0,97.0
235,4,14,87,85,135,148
236,4,14,87.0,85.0,136.0,149.0
237,4,14,88.0,85.0,137.0,149.0
238,4,14,87.0,85.0,136.0,149.0
239,4,14,89.0,85.0,138.0,149.0
240,4,14,90.0,85.0,139.0,149.0
241,4,14,90.0,85.0,139.0,149.0
242,4,14,90.0,85.0,139.0,149.0
243,4,14,91.0,85.0,140.0,149.0
244,4,14,93.0,85.0,142.0,149.0
245,4,14,93.0,85.0,142.0,149.0
246,4,14,94.0,85.0,143.0,149.0
247,4,14,94.0,84.0,143.0,148.0
248,4,14,95.0,84.0,144.0,148.0
249,4,14,96.0,84.0,145.0,148.0
250,4,14,96.0,84.0,145.0,148.0
251,4,14,97.0,84.0,146.0,148.0
252,4,14,99.0,84.0,148.0,148.0
253,4,14,100.0,84.0,149.0,148.0
254,4,14,99.0,84.0,148.0,148.0
255,4,14,101.0,84.0,150.0,148.0
256,4,14,102.0,84.0,151.0,148.0
257,4,14,102.0,84.0,151.0,148.0
258,4,14,102.0,83.0,151.0,147.0
259,4,14,103.0,83.0,152.0,147.0
260,4,14,105.0,83.0,154.0,147.0
261,4,14,106.0,83.0,155.0,147.0
262,4,14,105.0,83.0,154.0,147.0
263,4,14,107.0,83.0,156.0,147.0
264,4,14,108.0,83.0,157.0,147.0
265,4,14,108.0,83.0,157.0,147.0
266,4,14,109.0,83.0,158.0,147.0
267,4,14,110.0,83.0,159.0,147.0
268,4,14,110.0,82.0,159.0,146.0
269,4,14,111.0,82.0,160.0,146.0
270,4,14,112.0,82.0,161.0,146.0
271,4,14,112.0,82.0,161.0,146.0
272,4,14,113.0,82.0,162.0,146.0
273,4,14,115.0,82.0,164.0,146.0
274,4,14,116.0,82.0,165.0,146.0
275,4,14,116.0,82.0,165.0,146.0
276,4,14,117.0,81.0,166.0,145.0
277,4,14,119.0,81.0,168.0,145.0
278,4,14,120.0,81.0,169.0,145.0
279,4,14,120.0,81.0,169.0,145.0
280,4,14,121.0,81.0,170.0,145.0
281,4,14,122.0,81.0,171.0,145.0
282,4,14,122.0,80.0,171.0,144.0
283,4,14,123.0,80.0,172.0,144.0
284,4,14,125.0,80.0,174.0,144.0
285,4,14,126.0,80.0,175.0,144.0
286,4,14,126.0,80.0,175.0,144.0
287,4,14,127.0,80.0,176.0,144.0
288,4,14,129.0,79.0,178.0,143.0
289,4,14,130.0,79.0,179.0,143.0
290,4,14,130.0,79.0,179.0,143.0
291,4,14,131.0,79.0,180.0,143.0
292,4,14,133.0,79.0,182.0,143.0
293,4,14,134.0,79.0,183.0,143.0
294,4,14,134.0,78.0,183.0,142.0
295,4,14,135.0,78.0,184.0,142.0
296,4,14,137.0,78.0,186.0,142.0
297,4,14,138.0,78.0,187.0,142.0
298,4,14,138.0,78.0,187.0,142.0
300,5,15,588,99,677,223
301,5,15,588.0,99.0,678.0,224.0
302,5,15,590.0,98.0,680.0,223.0
303,5,15,592.0,97.0,682.0,222.0
304,5,15,592.0,98.0,682.0,223.0
305,5,15,592.0,97.0,682.0,222.0
306,5,15,594.0,96.0,684.0,221.0
307,5,15,598.0,95.0,688.0,220.0
308,5,15,600.0,96.0,690.0,221.0
309,5,15,602.0,95.0,692.0,220.0
310,5,15,606.0,94.0,696.0,219.0
311,5,15,608.0,93.0,698.0,218.0
312,5,15,608.0,94.0,698.0,219.0
313,5,15,610.0,93.0,700.0,218.0
314,5,15,614.0,94.0,704.0,219.0
315,5,15,616.0,93.0,706.0,218.0
316,5,15,616.0,94.0,706.0,219.0
317,5,15,616.0,93.0,706.0,218.0
318,5,15,618.0,94.0,708.0,219.0
319,5,15,620.0,93.0,710.0,218.0
320,5,15,620.0,94.0,710.0,219.0
321,5,15,620.0,93.0,710.0,218.0
322,5,15,622.0,94.0,712.0,219.0
323,5,15,624.0,93.0,714.0,218.0
324,5,15,624.0,92.0,714.0,217.0
325,5,15,624.0,91.0,714.0,216.0
326,5,15,626.0,92.0,716.0,217.0
327,5,15,628.0,91.0,718.0,216.0
328,5,15,628.0,92.0,718.0,217.0
329,5,15,628.0,91.0,718.0,216.0
330,5,15,628.0,90.0,718.0,215.0
331,5,15,628.0,89.0,718.0,214.0
332,5,15,630.0,90.0,720.0,215.0
333,5,15,632.0,89.0,722.0,214.0
334,5,15,632.0,90.0,722.0,215.0
335,5,15,632.0,89.0,722.0,214.0
336,5,15,632.0,88.0,722.0,213.0
337,5,15,634.0,87.0,724.0,212.0
338,5,15,636.0,88.0,726.0,213.0
339,5,15,636.0,87.0,726.0,212.0
340,5,15,636.0,88.0,726.0,213.0
341,5,15,638.0,87.0,728.0,212.0
342,5,15,640.0,86.0,730.0,211.0
343,5,15,638.0,85.0,728.0,210.0
344,5,15,640.0,86.0,730.0,211.0
345,5,15,640.0,85.0,730.0,210.0
346,5,15,640.0,86.0,730.0,211.0
347,5,15,640.0,85.0,730.0,210.0
348,5,15,642.0,84.0,732.0,209.0
349,5,15,644.0,83.0,734.0,208.0
350,5,15,642.0,84.0,732.0,209.0
351,5,15,644.0,83.0,734.0,208.0
352,5,15,642.0,84.0,732.0,209.0
353,5,15,642.0,83.0,732.0,208.0
354,5,15,642.0,82.0,732.0,207.0
355,5,15,640.0,81.0,730.0,206.0
356,5,15,638.0,82.0,728.0,207.0
357,5,15,638.0,81.0,728.0,206.0
358,5,15,636.0,82.0,726.0,207.0
359,5,15,634.0,81.0,724.0,206.0
360,5,15,634.0,82.0,724.0,207.0
361,5,15,634.0,81.0,724.0,206.0
362,5,15,634.0,80.0,724.0,205.0
363,5,15,632.0,79.0,722.0,204.0
364,5,15,630.0,80.0,720.0,205.0
365,5,15,632.0,79.0,722.0,204.0
366,5,15,630.0,80.0,720.0,205.0
367,5,15,632.0,79.0,722.0,204.0
368,5,15,630.0,80.0,720.0,205.0
369,5,15,632.0,79.0,722.0,204.0
370,5,15,630.0,80.0,720.0,205.0
371,5,15,632.0,79.0,722.0,204.0
372,5,15,632.0,80.0,722.0,205.0
373,5,15,632.0,77.0,722.0,202.0
374,5,15,632.0,78.0,722.0,203.0
375,5,15,634.0,77.0,724.0,202.0
376,5,15,636.0,78.0,726.0,203.0
377,5,15,636.0,77.0,726.0,202.0
378,5,15,636.0,78.0,726.0,203.0
379,5,15,636.0,77.0,726.0,202.0
380,5,15,638.0,76.0,728.0,201.0
