StageName,InputFile,OutputFile
Face Cropping,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/videoin/1.mp4,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/crop/output/1.mp4_2_4.mp4

Frame no,Shot no,Face id,Crop_x_min,Crop_y_min,Crop_x_max,Crop_y_max
0,2,4,1059.5,111.5,1172.5,224.5
1,2,4,1059.5,111.5,1172.5,224.5
2,2,4,1060.5,111.5,1173.5,224.5
3,2,4,1059.5,111.5,1172.5,224.5
4,2,4,1059.5,111.5,1172.5,224.5
5,2,4,1058.5,111.5,1171.5,224.5
6,2,4,1058.5,111.5,1171.5,224.5
7,2,4,1058.5,110.5,1171.5,223.5
8,2,4,1057.5,110.5,1170.5,223.5
9,2,4,1057.5,110.5,1170.5,223.5
10,2,4,1057.5,110.5,1170.5,223.5
11,2,4,1056.5,110.5,1169.5,223.5
12,2,4,1056.5,110.5,1169.5,223.5
13,2,4,1056.5,110.5,1169.5,223.5
14,2,4,1056.5,110.5,1169.5,223.5
15,2,4,1056.5,110.5,1169.5,223.5
16,2,4,1056.5,110.5,1169.5,223.5
17,2,4,1055.5,110.5,1168.5,223.5
18,2,4,1055.5,110.5,1168.5,223.5
19,2,4,1055.5,110.5,1168.5,223.5
20,2,4,1055.5,110.5,1168.5,223.5
21,2,4,1055.5,110.5,1168.5,223.5
22,2,4,1055.5,110.5,1168.5,223.5
23,2,4,1055.5,110.5,1168.5,223.5
24,2,4,1055.5,110.5,1168.5,223.5
25,2,4,1055.5,110.5,1168.5,223.5
26,2,4,1055.5,110.5,1168.5,223.5
27,2,4,1055.5,110.5,1168.5,223.5
28,2,4,1055.5,110.5,1168.5,223.5
29,2,4,1055.5,110.5,1168.5,223.5
30,2,4,1055.5,110.5,1168.5,223.5
31,2,4,1055.5,110.5,1168.5,223.5
32,2,4,1055.5,110.5,1168.5,223.5
33,2,4,1055.5,110.5,1168.5,223.5
34,2,4,1055.5,110.5,1168.5,223.5
35,2,4,1055.5,110.5,1168.5,223.5
36,2,4,1055.5,110.5,1168.5,223.5
37,2,4,1055.5,110.5,1168.5,223.5
38,2,4,1055.5,110.5,1168.5,223.5
39,2,4,1056.5,110.5,1169.5,223.5
40,2,4,1056.5,109.5,1169.5,222.5
41,2,4,1056.5,108.5,1169.5,221.5
42,2,4,1056.5,108.5,1169.5,221.5
43,2,4,1056.5,108.5,1169.5,221.5
44,2,4,1056.5,108.5,1169.5,221.5
45,2,4,1056.5,108.5,1169.5,221.5
46,2,4,1056.5,108.5,1169.5,221.5
47,2,4,1056.5,108.5,1169.5,221.5
48,2,4,1056.5,108.5,1169.5,221.5
49,2,4,1056.5,108.5,1169.5,221.5
50,2,4,1056.5,108.5,1169.5,221.5
51,2,4,1057.5,108.5,1170.5,221.5
52,2,4,1057.5,108.5,1170.5,221.5
53,2,4,1057.5,108.5,1170.5,221.5
54,2,4,1057.5,108.5,1170.5,221.5
55,2,4,1057.5,108.5,1170.5,221.5
56,2,4,1057.5,108.5,1170.5,221.5
57,2,4,1057.5,108.5,1170.5,221.5
58,2,4,1057.5,107.5,1170.5,220.5
59,2,4,1058.5,106.5,1171.5,219.5
60,2,4,1058.5,106.5,1171.5,219.5
61,2,4,1058.5,106.5,1171.5,219.5
62,2,4,1058.5,106.5,1171.5,219.5
63,2,4,1058.5,106.5,1171.5,219.5
64,2,4,1058.5,106.5,1171.5,219.5
65,2,4,1058.5,106.5,1171.5,219.5
66,2,4,1058.5,106.5,1171.5,219.5
67,2,4,1058.5,106.5,1171.5,219.5
68,2,4,1058.5,106.5,1171.5,219.5
69,2,4,1058.5,106.5,1171.5,219.5
70,2,4,1059.5,106.5,1172.5,219.5
71,2,4,1059.5,106.5,1172.5,219.5
72,2,4,1059.5,106.5,1172.5,219.5
73,2,4,1059.5,106.5,1172.5,219.5
74,2,4,1059.5,106.5,1172.5,219.5
75,2,4,1059.5,106.5,1172.5,219.5
76,2,4,1059.5,106.5,1172.5,219.5
77,2,4,1059.5,106.5,1172.5,219.5
78,2,4,1059.5,106.5,1172.5,219.5
79,2,4,1059.5,106.5,1172.5,219.5
80,2,4,1060.5,106.5,1173.5,219.5
81,2,4,1060.5,106.5,1173.5,219.5
82,2,4,1060.5,106.5,1173.5,219.5
83,2,4,1060.5,106.5,1173.5,219.5
84,2,4,1060.5,106.5,1173.5,219.5
85,2,4,1060.5,106.5,1173.5,219.5
86,2,4,1060.5,106.5,1173.5,219.5
87,2,4,1060.5,107.5,1173.5,220.5
88,2,4,1060.5,107.5,1173.5,220.5
89,2,4,1060.5,107.5,1173.5,220.5
90,2,4,1060.5,107.5,1173.5,220.5
91,2,4,1060.5,107.5,1173.5,220.5
92,2,4,1061.5,107.5,1174.5,220.5
93,2,4,1061.5,107.5,1174.5,220.5
94,2,4,1061.5,107.5,1174.5,220.5
95,2,4,1061.5,107.5,1174.5,220.5
96,2,4,1061.5,108.5,1174.5,221.5
97,2,4,1061.5,108.5,1174.5,221.5
98,2,4,1061.5,108.5,1174.5,221.5
99,2,4,1061.5,108.5,1174.5,221.5
100,2,4,1061.5,108.5,1174.5,221.5
