StageName,InputFile,OutputFile
Face Cropping,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/videoin/1.mp4,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/crop/output/1.mp4_6_22.mp4

Frame no,Shot no,Face id,Crop_x_min,Crop_y_min,Crop_x_max,Crop_y_max
0,6,22,1212.5,115.5,1280,220.5
1,6,22,1212.5,115.5,1280,220.5
2,6,22,1211.5,115.5,1280,220.5
3,6,22,1210.5,115.5,1280,220.5
4,6,22,1208.5,115.5,1280,220.5
5,6,22,1208.5,115.5,1280,220.5
6,6,22,1207.5,115.5,1280,220.5
7,6,22,1207.5,115.5,1280,220.5
8,6,22,1207.5,115.5,1280,220.5
9,6,22,1207.5,115.5,1280,220.5
10,6,22,1209.5,115.5,1280,220.5
11,6,22,1211.5,114.5,1280,219.5
12,6,22,1213.5,114.5,1280,219.5
13,6,22,1215.5,114.5,1280,219.5
14,6,22,1216.5,115.5,1280,220.5
15,6,22,1217.5,116.5,1280,221.5
16,6,22,1219.5,116.5,1280,221.5
17,6,22,1221.5,116.5,1280,221.5
18,6,22,1223.5,116.5,1280,221.5
19,6,22,1224.5,116.5,1280,221.5
20,6,22,1225.5,116.5,1280,221.5
21,6,22,1227.5,116.5,1280,221.5
22,6,22,1228.5,116.5,1280,221.5
23,6,22,1229.5,116.5,1280,221.5
24,6,22,1229.5,116.5,1280,221.5
25,6,22,1229.5,116.5,1280,221.5
26,6,22,1229.5,116.5,1280,221.5
27,6,22,1228.5,116.5,1280,221.5
28,6,22,1228.5,116.5,1280,221.5
29,6,22,1228.5,116.5,1280,221.5
30,6,22,1227.5,116.5,1280,221.5
31,6,22,1226.5,116.5,1280,221.5
32,6,22,1225.5,116.5,1280,221.5
33,6,22,1224.5,116.5,1280,221.5
34,6,22,1223.5,116.5,1280,221.5
35,6,22,1222.5,116.5,1280,221.5
36,6,22,1221.5,116.5,1280,221.5
37,6,22,1220.5,116.5,1280,221.5
38,6,22,1218.5,116.5,1280,221.5
39,6,22,1217.5,116.5,1280,221.5
40,6,22,1216.5,116.5,1280,221.5
41,6,22,1214.5,116.5,1280,221.5
42,6,22,1213.5,116.5,1280,221.5
43,6,22,1212.5,115.5,1280,220.5
44,6,22,1211.5,114.5,1280,219.5
45,6,22,1210.5,114.5,1280,219.5
46,6,22,1209.5,114.5,1280,219.5
47,6,22,1208.5,114.5,1280,219.5
48,6,22,1208.5,114.5,1280,219.5
49,6,22,1207.5,114.5,1280,219.5
50,6,22,1206.5,114.5,1280,219.5
51,6,22,1204.5,114.5,1280,219.5
52,6,22,1204.5,114.5,1280,219.5
53,6,22,1204.5,114.5,1280,219.5
54,6,22,1203.5,114.5,1280,219.5
55,6,22,1202.5,114.5,1280,219.5
56,6,22,1200.5,114.5,1280,219.5
57,6,22,1200.5,114.5,1280,219.5
58,6,22,1199.5,114.5,1280,219.5
59,6,22,1198.5,114.5,1280,219.5
60,6,22,1198.5,114.5,1280,219.5
61,6,22,1197.5,114.5,1280,219.5
62,6,22,1196.5,114.5,1280,219.5
63,6,22,1196.5,114.5,1280,219.5
64,6,22,1196.5,114.5,1280,219.5
65,6,22,1195.5,114.5,1280,219.5
66,6,22,1194.5,113.5,1280,218.5
67,6,22,1194.5,112.5,1280,217.5
68,6,22,1194.5,112.5,1280,217.5
69,6,22,1194.5,112.5,1280,217.5
70,6,22,1194.5,112.5,1280,217.5
71,6,22,1194.5,112.5,1280,217.5
72,6,22,1195.5,112.5,1280,217.5
73,6,22,1195.5,112.5,1280,217.5
74,6,22,1195.5,112.5,1280,217.5
75,6,22,1196.5,112.5,1280,217.5
76,6,22,1197.5,112.5,1280,217.5
77,6,22,1197.5,112.5,1280,217.5
78,6,22,1198.5,112.5,1280,217.5
79,6,22,1199.5,112.5,1280,217.5
80,6,22,1199.5,112.5,1280,217.5
81,6,22,1200.5,112.5,1280,217.5
82,6,22,1200.5,112.5,1280,217.5
83,6,22,1200.5,112.5,1280,217.5
84,6,22,1201.5,112.5,1280,217.5
85,6,22,1201.5,112.5,1280,217.5
86,6,22,1201.5,112.5,1280,217.5
87,6,22,1201.5,112.5,1280,217.5
88,6,22,1200.5,112.5,1280,217.5
89,6,22,1200.5,112.5,1280,217.5
90,6,22,1200.5,112.5,1280,217.5
91,6,22,1200.5,112.5,1280,217.5
92,6,22,1200.5,112.5,1280,217.5
93,6,22,1200.5,112.5,1280,217.5
94,6,22,1200.5,112.5,1280,217.5
95,6,22,1200.5,112.5,1280,217.5
96,6,22,1200.5,112.5,1280,217.5
97,6,22,1200.5,112.5,1280,217.5
98,6,22,1201.5,111.5,1280,216.5
99,6,22,1201.5,110.5,1280,215.5
100,6,22,1201.5,110.5,1280,215.5
101,6,22,1203.5,110.5,1280,215.5
102,6,22,1204.5,110.5,1280,215.5
103,6,22,1205.5,110.5,1280,215.5
104,6,22,1205.5,110.5,1280,215.5
105,6,22,1207.5,110.5,1280,215.5
106,6,22,1208.5,110.5,1280,215.5
107,6,22,1209.5,110.5,1280,215.5
108,6,22,1209.5,110.5,1280,215.5
109,6,22,1211.5,110.5,1280,215.5
110,6,22,1212.5,110.5,1280,215.5
111,6,22,1213.5,110.5,1280,215.5
112,6,22,1213.5,110.5,1280,215.5
113,6,22,1213.5,110.5,1280,215.5
114,6,22,1214.5,110.5,1280,215.5
115,6,22,1215.5,109.5,1280,214.5
116,6,22,1215.5,108.5,1280,213.5
117,6,22,1216.5,108.5,1280,213.5
118,6,22,1217.5,108.5,1280,213.5
119,6,22,1217.5,108.5,1280,213.5
120,6,22,1218.5,108.5,1280,213.5
121,6,22,1219.5,108.5,1280,213.5
122,6,22,1219.5,108.5,1280,213.5
123,6,22,1220.5,108.5,1280,213.5
124,6,22,1221.5,108.5,1280,213.5
125,6,22,1221.5,107.5,1280,212.5
126,6,22,1222.5,106.5,1280,211.5
127,6,22,1223.5,106.5,1280,211.5
128,6,22,1223.5,106.5,1280,211.5
129,6,22,1223.5,106.5,1280,211.5
130,6,22,1224.5,106.5,1280,211.5
131,6,22,1225.5,106.5,1280,211.5
132,6,22,1225.5,105.5,1280,210.5
133,6,22,1225.5,104.5,1280,209.5
134,6,22,1225.5,104.5,1280,209.5
135,6,22,1225.5,104.5,1280,209.5
136,6,22,1226.5,104.5,1280,209.5
137,6,22,1227.5,104.5,1280,209.5
138,6,22,1227.5,104.5,1280,209.5
139,6,22,1227.5,104.5,1280,209.5
140,6,22,1228.5,104.5,1280,209.5
141,6,22,1229.5,104.5,1280,209.5
142,6,22,1229.5,104.5,1280,209.5
143,6,22,1229.5,104.5,1280,209.5
144,6,22,1231.5,103.5,1280,208.5
145,6,22,1232.5,102.5,1280,207.5
146,6,22,1232.5,102.5,1280,207.5
147,6,22,1233.5,102.5,1280,207.5
148,6,22,1234.5,102.5,1280,207.5
