StageName,InputFile,OutputFile
Face Cropping,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/videoin/1.mp4,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/crop/output/1.mp4_4_10.mp4

Frame no,Shot no,Face id,Crop_x_min,Crop_y_min,Crop_x_max,Crop_y_max
0,4,10,165.5,151.5,304.5,290.5
1,4,10,165.5,151.5,304.5,290.5
2,4,10,166.5,151.5,305.5,290.5
3,4,10,166.5,151.5,305.5,290.5
4,4,10,167.5,150.5,306.5,289.5
5,4,10,168.5,149.5,307.5,288.5
6,4,10,168.5,149.5,307.5,288.5
7,4,10,169.5,149.5,308.5,288.5
8,4,10,170.5,149.5,309.5,288.5
9,4,10,170.5,149.5,309.5,288.5
10,4,10,170.5,149.5,309.5,288.5
11,4,10,171.5,149.5,310.5,288.5
12,4,10,172.5,149.5,311.5,288.5
13,4,10,172.5,149.5,311.5,288.5
14,4,10,172.5,149.5,311.5,288.5
15,4,10,173.5,149.5,312.5,288.5
16,4,10,174.5,149.5,313.5,288.5
17,4,10,174.5,149.5,313.5,288.5
18,4,10,174.5,149.5,313.5,288.5
19,4,10,174.5,149.5,313.5,288.5
20,4,10,175.5,149.5,314.5,288.5
21,4,10,176.5,149.5,315.5,288.5
22,4,10,176.5,148.5,315.5,287.5
23,4,10,176.5,147.5,315.5,286.5
24,4,10,176.5,147.5,315.5,286.5
25,4,10,176.5,147.5,315.5,286.5
26,4,10,177.5,147.5,316.5,286.5
27,4,10,178.5,147.5,317.5,286.5
28,4,10,178.5,147.5,317.5,286.5
29,4,10,179.5,147.5,318.5,286.5
30,4,10,180.5,147.5,319.5,286.5
31,4,10,181.5,147.5,320.5,286.5
32,4,10,182.5,147.5,321.5,286.5
33,4,10,182.5,147.5,321.5,286.5
34,4,10,183.5,147.5,322.5,286.5
35,4,10,184.5,147.5,323.5,286.5
36,4,10,184.5,147.5,323.5,286.5
37,4,10,185.5,147.5,324.5,286.5
38,4,10,186.5,147.5,325.5,286.5
39,4,10,186.5,147.5,325.5,286.5
40,4,10,187.5,147.5,326.5,286.5
41,4,10,189.5,147.5,328.5,286.5
42,4,10,190.5,147.5,329.5,286.5
43,4,10,191.5,147.5,330.5,286.5
44,4,10,193.5,146.5,332.5,285.5
45,4,10,194.5,145.5,333.5,284.5
46,4,10,194.5,145.5,333.5,284.5
47,4,10,194.5,145.5,333.5,284.5
48,4,10,195.5,145.5,334.5,284.5
49,4,10,196.5,145.5,335.5,284.5
50,4,10,196.5,145.5,335.5,284.5
51,4,10,197.5,145.5,336.5,284.5
52,4,10,198.5,145.5,337.5,284.5
53,4,10,198.5,145.5,337.5,284.5
54,4,10,199.5,145.5,338.5,284.5
55,4,10,200.5,145.5,339.5,284.5
56,4,10,200.5,145.5,339.5,284.5
57,4,10,200.5,146.5,339.5,285.5
58,4,10,201.5,147.5,340.5,286.5
59,4,10,202.5,147.5,341.5,286.5
60,4,10,202.5,147.5,341.5,286.5
61,4,10,202.5,148.5,341.5,287.5
62,4,10,202.5,149.5,341.5,288.5
63,4,10,202.5,150.5,341.5,289.5
