StageName,InputFile,OutputFile
Face Cropping,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/videoin/1.mp4,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/crop/output/1.mp4_4_14.mp4

Frame no,Shot no,Face id,Crop_x_min,Crop_y_min,Crop_x_max,Crop_y_max
0,4,14,69.5,74.5,152.5,157.5
1,4,14,69.5,74.5,152.5,157.5
2,4,14,69.5,75.5,152.5,158.5
3,4,14,69.5,75.5,152.5,158.5
4,4,14,70.5,75.5,153.5,158.5
5,4,14,71.5,75.5,154.5,158.5
6,4,14,72.5,75.5,155.5,158.5
7,4,14,72.5,75.5,155.5,158.5
8,4,14,72.5,75.5,155.5,158.5
9,4,14,74.5,75.5,157.5,158.5
10,4,14,75.5,75.5,158.5,158.5
11,4,14,75.5,75.5,158.5,158.5
12,4,14,76.5,74.5,159.5,157.5
13,4,14,76.5,74.5,159.5,157.5
14,4,14,77.5,74.5,160.5,157.5
15,4,14,78.5,74.5,161.5,157.5
16,4,14,78.5,74.5,161.5,157.5
17,4,14,80.5,74.5,163.5,157.5
18,4,14,81.5,74.5,164.5,157.5
19,4,14,81.5,74.5,164.5,157.5
20,4,14,82.5,74.5,165.5,157.5
21,4,14,83.5,74.5,166.5,157.5
22,4,14,84.5,74.5,167.5,157.5
23,4,14,84.5,73.5,167.5,156.5
24,4,14,84.5,73.5,167.5,156.5
25,4,14,86.5,73.5,169.5,156.5
26,4,14,87.5,73.5,170.5,156.5
27,4,14,87.5,73.5,170.5,156.5
28,4,14,88.5,73.5,171.5,156.5
29,4,14,89.5,73.5,172.5,156.5
30,4,14,90.5,73.5,173.5,156.5
31,4,14,90.5,73.5,173.5,156.5
32,4,14,91.5,73.5,174.5,156.5
33,4,14,92.5,72.5,175.5,155.5
34,4,14,92.5,72.5,175.5,155.5
35,4,14,93.5,72.5,176.5,155.5
36,4,14,94.5,72.5,177.5,155.5
37,4,14,94.5,72.5,177.5,155.5
38,4,14,96.5,72.5,179.5,155.5
39,4,14,97.5,72.5,180.5,155.5
40,4,14,98.5,72.5,181.5,155.5
41,4,14,98.5,71.5,181.5,154.5
42,4,14,100.5,71.5,183.5,154.5
43,4,14,101.5,71.5,184.5,154.5
44,4,14,102.5,71.5,185.5,154.5
45,4,14,102.5,71.5,185.5,154.5
46,4,14,103.5,71.5,186.5,154.5
47,4,14,104.5,70.5,187.5,153.5
48,4,14,104.5,70.5,187.5,153.5
49,4,14,106.5,70.5,189.5,153.5
50,4,14,107.5,70.5,190.5,153.5
51,4,14,108.5,70.5,191.5,153.5
52,4,14,108.5,70.5,191.5,153.5
53,4,14,110.5,69.5,193.5,152.5
54,4,14,111.5,69.5,194.5,152.5
55,4,14,112.5,69.5,195.5,152.5
56,4,14,112.5,69.5,195.5,152.5
57,4,14,114.5,69.5,197.5,152.5
58,4,14,115.5,69.5,198.5,152.5
59,4,14,116.5,68.5,199.5,151.5
60,4,14,116.5,68.5,199.5,151.5
61,4,14,118.5,68.5,201.5,151.5
62,4,14,119.5,68.5,202.5,151.5
63,4,14,120.5,68.5,203.5,151.5
