StageName,InputFile,OutputFile
Face Cropping,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/videoin/1.mp4,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/crop/output/1.mp4_6_18.mp4

Frame no,Shot no,Face id,Crop_x_min,Crop_y_min,Crop_x_max,Crop_y_max
0,6,18,957.0,150.0,1087.0,280.0
1,6,18,957.0,150.0,1087.0,280.0
2,6,18,958.0,151.0,1088.0,281.0
3,6,18,958.0,151.0,1088.0,281.0
4,6,18,957.0,151.0,1087.0,281.0
5,6,18,955.0,151.0,1085.0,281.0
6,6,18,954.0,151.0,1084.0,281.0
7,6,18,953.0,151.0,1083.0,281.0
8,6,18,950.0,151.0,1080.0,281.0
9,6,18,948.0,151.0,1078.0,281.0
10,6,18,947.0,151.0,1077.0,281.0
11,6,18,946.0,151.0,1076.0,281.0
12,6,18,945.0,151.0,1075.0,281.0
13,6,18,943.0,151.0,1073.0,281.0
14,6,18,942.0,151.0,1072.0,281.0
15,6,18,941.0,151.0,1071.0,281.0
16,6,18,938.0,151.0,1068.0,281.0
17,6,18,935.0,151.0,1065.0,281.0
18,6,18,934.0,151.0,1064.0,281.0
19,6,18,934.0,151.0,1064.0,281.0
20,6,18,933.0,151.0,1063.0,281.0
21,6,18,931.0,151.0,1061.0,281.0
22,6,18,931.0,151.0,1061.0,281.0
23,6,18,931.0,151.0,1061.0,281.0
24,6,18,931.0,151.0,1061.0,281.0
25,6,18,932.0,151.0,1062.0,281.0
26,6,18,932.0,151.0,1062.0,281.0
27,6,18,933.0,151.0,1063.0,281.0
28,6,18,936.0,151.0,1066.0,281.0
29,6,18,939.0,151.0,1069.0,281.0
30,6,18,940.0,151.0,1070.0,281.0
31,6,18,941.0,151.0,1071.0,281.0
32,6,18,943.0,150.0,1073.0,280.0
33,6,18,944.0,149.0,1074.0,279.0
34,6,18,945.0,149.0,1075.0,279.0
35,6,18,947.0,149.0,1077.0,279.0
36,6,18,947.0,149.0,1077.0,279.0
37,6,18,947.0,149.0,1077.0,279.0
38,6,18,947.0,149.0,1077.0,279.0
39,6,18,947.0,149.0,1077.0,279.0
40,6,18,947.0,149.0,1077.0,279.0
41,6,18,946.0,149.0,1076.0,279.0
42,6,18,946.0,149.0,1076.0,279.0
43,6,18,946.0,149.0,1076.0,279.0
44,6,18,945.0,149.0,1075.0,279.0
45,6,18,943.0,149.0,1073.0,279.0
46,6,18,942.0,149.0,1072.0,279.0
47,6,18,941.0,149.0,1071.0,279.0
48,6,18,938.0,149.0,1068.0,279.0
49,6,18,935.0,149.0,1065.0,279.0
50,6,18,934.0,149.0,1064.0,279.0
51,6,18,934.0,148.0,1064.0,278.0
52,6,18,933.0,147.0,1063.0,277.0
53,6,18,930.0,147.0,1060.0,277.0
54,6,18,927.0,147.0,1057.0,277.0
55,6,18,926.0,147.0,1056.0,277.0
56,6,18,926.0,147.0,1056.0,277.0
57,6,18,925.0,147.0,1055.0,277.0
58,6,18,922.0,147.0,1052.0,277.0
59,6,18,919.0,147.0,1049.0,277.0
60,6,18,919.0,147.0,1049.0,277.0
61,6,18,918.0,147.0,1048.0,277.0
62,6,18,915.0,147.0,1045.0,277.0
63,6,18,915.0,147.0,1045.0,277.0
64,6,18,914.0,147.0,1044.0,277.0
65,6,18,912.0,147.0,1042.0,277.0
66,6,18,911.0,147.0,1041.0,277.0
67,6,18,910.0,147.0,1040.0,277.0
68,6,18,910.0,147.0,1040.0,277.0
69,6,18,909.0,146.0,1039.0,276.0
70,6,18,907.0,145.0,1037.0,275.0
71,6,18,906.0,145.0,1036.0,275.0
72,6,18,906.0,145.0,1036.0,275.0
73,6,18,905.0,145.0,1035.0,275.0
74,6,18,903.0,145.0,1033.0,275.0
75,6,18,902.0,145.0,1032.0,275.0
76,6,18,901.0,145.0,1031.0,275.0
77,6,18,899.0,145.0,1029.0,275.0
78,6,18,898.0,145.0,1028.0,275.0
79,6,18,897.0,145.0,1027.0,275.0
80,6,18,895.0,145.0,1025.0,275.0
81,6,18,894.0,145.0,1024.0,275.0
82,6,18,894.0,145.0,1024.0,275.0
83,6,18,893.0,145.0,1023.0,275.0
84,6,18,891.0,145.0,1021.0,275.0
85,6,18,891.0,145.0,1021.0,275.0
86,6,18,891.0,145.0,1021.0,275.0
87,6,18,890.0,145.0,1020.0,275.0
88,6,18,890.0,144.0,1020.0,274.0
89,6,18,890.0,143.0,1020.0,273.0
90,6,18,890.0,143.0,1020.0,273.0
