StageName,InputFile,OutputFile
Face Cropping,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/videoin/1.mp4,/Users/bhuvaneshwaribhaskaran/PycharmProjects/videogaze/crop/output/1.mp4_3_8.mp4

Frame no,Shot no,Face id,Crop_x_min,Crop_y_min,Crop_x_max,Crop_y_max
0,3,8,659.5,124.5,800.5,265.5
1,3,8,659.5,124.5,800.5,265.5
2,3,8,660.5,124.5,801.5,265.5
3,3,8,660.5,124.5,801.5,265.5
4,3,8,660.5,124.5,801.5,265.5
5,3,8,660.5,124.5,801.5,265.5
6,3,8,660.5,123.5,801.5,264.5
7,3,8,660.5,122.5,801.5,263.5
8,3,8,660.5,122.5,801.5,263.5
9,3,8,660.5,122.5,801.5,263.5
10,3,8,659.5,122.5,800.5,263.5
11,3,8,657.5,122.5,798.5,263.5
12,3,8,657.5,123.5,798.5,264.5
13,3,8,657.5,124.5,798.5,265.5
14,3,8,656.5,124.5,797.5,265.5
15,3,8,656.5,125.5,797.5,266.5
16,3,8,655.5,126.5,796.5,267.5
17,3,8,653.5,126.5,794.5,267.5
18,3,8,652.5,126.5,793.5,267.5
19,3,8,652.5,126.5,793.5,267.5
20,3,8,651.5,125.5,792.5,266.5
21,3,8,649.5,124.5,790.5,265.5
22,3,8,648.5,124.5,789.5,265.5
23,3,8,648.5,124.5,789.5,265.5
24,3,8,647.5,124.5,788.5,265.5
25,3,8,645.5,125.5,786.5,266.5
26,3,8,644.5,126.5,785.5,267.5
27,3,8,644.5,126.5,785.5,267.5
28,3,8,644.5,126.5,785.5,267.5
29,3,8,643.5,126.5,784.5,267.5
30,3,8,641.5,126.5,782.5,267.5
31,3,8,640.5,126.5,781.5,267.5
32,3,8,640.5,127.5,781.5,268.5
33,3,8,640.5,129.5,781.5,270.5
34,3,8,639.5,130.5,780.5,271.5
35,3,8,637.5,130.5,778.5,271.5
36,3,8,636.5,130.5,777.5,271.5
37,3,8,636.5,130.5,777.5,271.5
38,3,8,636.5,130.5,777.5,271.5
39,3,8,635.5,130.5,776.5,271.5
40,3,8,633.5,130.5,774.5,271.5
41,3,8,632.5,130.5,773.5,271.5
42,3,8,632.5,130.5,773.5,271.5
43,3,8,632.5,130.5,773.5,271.5
44,3,8,631.5,130.5,772.5,271.5
45,3,8,629.5,130.5,770.5,271.5
46,3,8,628.5,130.5,769.5,271.5
47,3,8,628.5,130.5,769.5,271.5
48,3,8,627.5,130.5,768.5,271.5
49,3,8,625.5,130.5,766.5,271.5
50,3,8,624.5,130.5,765.5,271.5
51,3,8,624.5,130.5,765.5,271.5
52,3,8,624.5,130.5,765.5,271.5
53,3,8,623.5,130.5,764.5,271.5
54,3,8,621.5,130.5,762.5,271.5
55,3,8,620.5,130.5,761.5,271.5
56,3,8,619.5,130.5,760.5,271.5
57,3,8,617.5,130.5,758.5,271.5
58,3,8,615.5,130.5,756.5,271.5
59,3,8,612.5,130.5,753.5,271.5
60,3,8,609.5,129.5,750.5,270.5
61,3,8,608.5,128.5,749.5,269.5
62,3,8,607.5,128.5,748.5,269.5
63,3,8,605.5,128.5,746.5,269.5
64,3,8,604.5,128.5,745.5,269.5
65,3,8,603.5,129.5,744.5,270.5
66,3,8,601.5,130.5,742.5,271.5
67,3,8,600.5,130.5,741.5,271.5
68,3,8,599.5,130.5,740.5,271.5
69,3,8,597.5,130.5,738.5,271.5
70,3,8,596.5,130.5,737.5,271.5
71,3,8,595.5,130.5,736.5,271.5
72,3,8,593.5,130.5,734.5,271.5
73,3,8,592.5,131.5,733.5,272.5
74,3,8,592.5,132.5,733.5,273.5
75,3,8,591.5,132.5,732.5,273.5
76,3,8,589.5,132.5,730.5,273.5
77,3,8,588.5,132.5,729.5,273.5
78,3,8,588.5,132.5,729.5,273.5
79,3,8,587.5,132.5,728.5,273.5
